address,amount,percentage
9ezgL95GYFXv9B3dXggbLnPtgC6WSkxoixw2aLWk5SUnA9AyB6D,61395,0.0
9iAFh6SzzSbowjsJPaRQwJfx4Ts4EzXt78UVGLgGaYTdab8SiEt,51671,0.0
9hVL55CcVcvWsNEis6Q2JdeizJfvQ34vKgv8qSBYRM7eBhPGFh9,50400,0.0
F5oaa6ywhG1SVcggapP5HZYKsFXJ1C4KAfctkCt7AAXA5beuPkvxAJs1oY4ZEp9G8AqgoptRJhHZa3ZMuwV9GsFjLkSaAMF2Jm4aftiPr7fetjjPd9Y4eaA1RnS93GfBx9mfU8myF6cCJCBLFZHwXeTCHKmPNZYtM5GAhrffcmXq94ibMXVYC3ozsCome8YkXodM29eP7viFnzjwyLnULYwhrBzP54gxgyZha2nQKjtUmiqxYWC2cDopHLTAx77MXMgJviNo17We7Sivpvx7cv7aKPHd1h3Vja1fqKCEw6TSchEpwELDLGLk9NYLhL9tXv2XfAYSfuQV1enkLVhHUGifaLbS4ZTzfBPit1RVvQWS1abynsoM5eYpZAc8p1Efc5EeyzuhWvM68Jkp3YtRZ8tA7n7aaC3A8ig61qrtwAe8UMgiHZ8pZG6gzQ3aYt2gFawDjnaFitu1X6S25n5AywqipXkA9jFJsuAEVy6BmFPrFLZNgb3bW1xCReaEQUqQcLm49gtrHmvjPpTVVEzFeSG5siXYrvZUqvn8Hgu1sUZyBCan1PwLSMKLZn8c7CgNqdoTFyWooC8B5JPDsT5cJJNycCsNgCdQcZtq2KpADWoLMxwqXfo3jgzTVenk3FWZUy5rCZnQiaCP8gYpBw7swNLfjwJ1ddFvS1c8MZU2jREwXfND6FXtE6sQnwZ4bEKVnomndLELoehxdtjrR1d8UyYPwekUQ3EUe4UQjDgDY4HtdtST9buvwuV9aTJ1LoK2sTcrLhCSmszuk3bBFwxSGwunYwcq54oY7vfB5,35316,0.0
9g5djmJaAfWhNRTeLEev6RSEgffFrPNasYPgsmdGHNBHFbjt17F,33033,0.0
9hUzb5RvSgDqJdtyCN9Ke496Yy63mpcUJKbRq4swzQ5EQKgygKT,23596,0.0
9gTjFZQ3FxRbg5mZzheFrNHokudRPRJQk5PcdseSZuC6U6oqgjk,21699,0.0
AfH6a9vogFX8tbdWeNTuzykShmKr9ysqZbWwAN7CBnG3mkMx1Mw4JRQS6yS8ZGZmf7cXd,21488,0.0
9fdvLUbwfCVDfzqBndx2XB5RXDDbh2LG3GUdX2c3JsX85bGfQGZ,19298,0.0
9eg7v2nkypUZbdyvSKSD9kg8FNwrEdTrfC2xdXWXmEpDAFEtYEn,15454,0.0
9i9tAzW7jK5KmXqhzAW862gSwNdogZALqU6tppnZ7cqXKpesgSY,14158,0.0
9efXnpF7ZC9w2pdbeRLerTJbS4NbuAgCvxaMV1toW9kRAcZoFv6,13104,0.0
9iJkieXSookLtaYr8JZ8A8nKuev9dzRMwxkGjuyQebnQgCj8zdC,12600,0.0
9eia8RpEKJ21tyfXaiAMvbxGQ4SqJPXe9vtiPMXf2mt3oHPvpWe,10941,0.0
9i9RhfdHQA2bHA8GqWKkYevp3nozASRjJfFkh29utjNL9gqE7Q7,10003,0.0
9hJZdvwi2FExJzT92jScdXjeFMTi3dEdP6jZnF4BPzoVRJciWSD,8400,0.0
9hDJ91Rx5TZf4njCG6AAcsf4GEWyQxrh5ioZ95mXQk8QtCNv8Js,8400,0.0
9g7vDJUyWWDYkh6me5zZPyfoLdTweVfEdX2JbVnmZc3yEA9uUJN,8400,0.0
9ggYKoC58jQkbGNhCKqcLMsuK3qCE5ieqTPx28KrY5jJ5SemSuT,8400,0.0
9gvDVNy1XvDeFoi4ZHn5v6u3tFRECMXGKbwuHbijJu6Z2hLQTQz,7753,0.0
9euL8ztiHdbamECJ3jUVtmA2PYTQo7jEogi7aAzhJeWqrc7RnJN,7000,0.0
9eoPRhRmJQ71TPSkk2eUmMXYpxUVvZvFQo5uB9qjPBM4e3hC82J,7000,0.0
9hwEKqgW4XjRi7uYjRcsZHiRiuNT3dMHsR3J75BNSrGDQyKuz8Q,5600,0.0
9f1gJS9FhVsBZPZZ4goGsKKqj5EzniSVYpH9WcEi1jxa2Yon1dQ,5600,0.0
9gHULKUh8kLBBc6F6ddtyzeyhzz2KzGerPbFw7ZHmSUPrRGfnoz,5600,0.0
9fRQ8iCiCZekAewtjHmu7AmucWjvBTNUMeBFtnNkpfyWsNLUuxo,5600,0.0
9fy4KkHt9Xavq9R7Wq16euW4JjH1mYwBtV7SNNtAtwnQ6qSZL4w,5600,0.0
